appid,required_age,is_free,price,developers,categories,release_date,genres,name,Historico,review_score,review_score_desc,total_reviews,categories_numerico,genres_numerico
1987080,0,False,4500,MrFatcat,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Workshop', 'Family Sharing')",2022-06-20 00:00:00,"('Adventure', 'Indie', 'Early Access')",Inside the Backrooms,15033,8,Very Positive,10040,"(22, 0, 18, 24, 25, 50, 3, 36)","(3, 7, 15)"
1987080,0,False,4500,MrFatcat,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Tracked Controller Support', 'Steam Workshop', 'Family Sharing')",2022-06-20 00:00:00,"('Adventure', 'Indie', 'Early Access')",INSIDE,4170,8,Very Positive,10040,"(22, 0, 18, 24, 25, 50, 3, 36)","(3, 7, 15)"
307960,0,False,23800,1C Game Studios,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'VR Supported', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Partial Controller Support', 'Includes level editor', 'Family Sharing')",2014-10-22 00:00:00,"('Action', 'Simulation')",IL-2 Sturmovik: Battle of Stalingrad,1061,6,Mostly Positive,5098,"(22, 0, 20, 21, 18, 24, 48, 2, 6, 8, 29, 9, 10, 11, 35, 34, 36)","(0, 12)"
842780,0,False,10000,Rigidbody,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Workshop', 'Steam Leaderboards', 'Family Sharing')",2018-06-20 00:00:00,"('Indie', 'Simulation', 'Strategy', 'Early Access')",NavalArt,315,8,Very Positive,729,"(22, 0, 20, 21, 25, 3, 59, 36)","(7, 12, 2, 15)"
1128920,0,False,24900,ROCKFISH Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-04-06 00:00:00,"('Action', 'Adventure', 'RPG', 'Simulation')",EVERSPACE™ 2,9760,8,Very Positive,6762,"(22, 25, 26, 2, 32, 36)","(0, 3, 5, 12)"
1128920,0,False,24900,ROCKFISH Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-04-06 00:00:00,"('Action', 'Adventure', 'RPG', 'Simulation')",EVERSPACE™,1448,8,Very Positive,6762,"(22, 25, 26, 2, 32, 36)","(0, 3, 5, 12)"
250320,17,False,9500,Telltale,"('Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing')",2013-10-11 00:00:00,"('Action', 'Adventure', 'Casual')",The Wolf Among Us,14321,9,Overwhelmingly Positive,17556,"(22, 25, 26, 16, 36)","(0, 3, 6)"
1386820,0,False,4200,UNAmedia,"('Downloadable Content', 'In-App Purchases')",2020-10-13 00:00:00,"('Utilities',)",F1 2020,24010,0,No user reviews,0,"(61, 4)","(11,)"
1953520,0,False,14900,KT Racing,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2022-11-03 00:00:00,"('Racing', 'Simulation')",WRC Generations - The FIA WRC Official Game,1241,5,Mixed,894,"(22, 0, 20, 21, 55, 18, 24, 57, 25, 35, 32, 36)","(13, 12)"
2089600,0,False,9700,Hakababunko,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2025-02-12 00:00:00,"('Adventure',)",Urban Myth Dissolution Center,2672,8,Very Positive,446,"(22, 25, 26, 32, 36)","(3,)"
532210,18,True,0,DONTNOD Entertainment,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2018-09-26 00:00:00,"('Adventure',)",Life is Strange 2,468717,8,Very Positive,8825,"(22, 25, 26, 2, 32, 14, 15, 16, 36)","(3,)"
871720,0,True,0,Scott Cawthon,"('Single-player', 'Remote Play on Phone', 'Remote Play on Tablet')",2018-06-27 00:00:00,"('Action', 'Free To Play', 'Indie')",Ultimate Custom Night,11320,0,6 user reviews,6,"(22, 14, 15)","(0, 1, 7)"
2021910,0,True,0,Meta Fork,"('Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Partial Controller Support')",2022-07-16 00:00:00,"('Action', 'Casual', 'Free To Play', 'Strategy')",FPS Chess,3142,0,No user reviews,0,"(0, 20, 21, 58, 55, 57, 35)","(0, 6, 1, 2)"
1546970,18,False,0,Rockstar Games,"('Single-player', 'Full controller support', 'Family Sharing')",2023-01-19 00:00:00,"('Action', 'Adventure')",Grand Theft Auto III - The Definitive Edition,774,5,Mixed,1947,"(22, 26, 36)","(0, 3)"
1137750,0,False,10500,FreeMind S.A.,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-10-20 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation')",Farmer's Life,585,8,Very Positive,568,"(22, 25, 26, 2, 32, 36)","(0, 3, 6, 7, 5, 12)"
1559600,0,False,11500,Cozy Bee Games,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-05-23 00:00:00,"('Simulation',)",The Ranch of Rivershine,1176,8,Very Positive,1336,"(22, 25, 32, 36)","(12,)"
1583720,0,True,0,Breadmen,"('Single-player', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Includes Source SDK')",2022-08-20 00:00:00,"('Action', 'Free To Play')",Entropy : Zero 2,3751,0,No user reviews,0,"(22, 25, 26, 51, 3, 32, 63)","(0, 1)"
1702140,0,True,0,MY.GAMES,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases')",2021-11-18 00:00:00,"('Action', 'Adventure', 'Casual', 'Simulation', 'Free To Play')",Left to Survive,187,0,No user reviews,0,"(22, 0, 20, 21, 18, 24, 1, 4)","(0, 3, 6, 12, 1)"
2749000,0,False,3400,Evil Goose Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2025-11-07 00:00:00,"('Casual', 'Simulation', 'Strategy')",Inn Tycoon,808,6,Mostly Positive,155,"(22, 25, 26, 32, 36)","(6, 12, 2)"
7600,0,False,5500,Firaxis Games,"('Single-player', 'Multi-player', 'Family Sharing')",2007-05-04 00:00:00,"('Strategy',)",Sid Meier's Railroads!,1008,6,Mostly Positive,1733,"(22, 0, 36)","(2,)"
311260,0,False,14500,Purple Lamp,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2022-06-14 00:00:00,"('RPG', 'Simulation', 'Strategy')",The Guild 3,3513,5,Mixed,2583,"(22, 0, 20, 21, 18, 24, 25, 3, 32, 36)","(5, 12, 2)"
362680,13,False,7500,Killmonday Games AB,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2015-08-27 00:00:00,"('Adventure', 'Indie')",Fran Bow,796,9,Overwhelmingly Positive,7917,"(22, 25, 2, 14, 15, 36)","(3, 7)"
452280,0,True,0,Wube Software LTD.,"('Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Game demo', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor')",2016-03-24 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",Factorio Demo,3028,0,No user reviews,0,"(22, 0, 18, 1, 66, 35, 32, 34)","(6, 7, 12, 2)"
748490,13,False,9150,Nihon Falcom,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2018-02-14 00:00:00,"('RPG',)",The Legend of Heroes: Trails of Cold Steel II,1689,8,Very Positive,1762,"(22, 25, 2, 35, 32, 59, 36)","(5,)"
1135810,0,False,7500,Spider Nest Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2022-10-04 00:00:00,"('Indie', 'Strategy')",Vault of the Void,1003,8,Very Positive,1356,"(22, 25, 26, 2, 32, 59, 36)","(7, 2)"
1274600,0,False,19900,Kumi Souls Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-11-15 00:00:00,"('Action', 'Adventure', 'Indie')",The Last Faith,2104,8,Very Positive,1413,"(22, 25, 26, 2, 32, 36)","(0, 3, 7)"
1420770,0,False,13000,Simuverse Interactive,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Family Sharing')",2020-11-26 00:00:00,"('Casual', 'Indie', 'Simulation')",Winter Resort Simulator 2,839,6,Mostly Positive,238,"(22, 0, 18, 24, 53, 3, 36)","(6, 7, 12)"
1457520,0,False,28464,Nihon Falcom,"('Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2021-12-22 00:00:00,"('RPG',)",The Legend of Heroes: Zero no Kiseki Kai,130,7,Positive,13,"(22, 25, 35, 32, 36)","(5,)"
2843640,0,False,3600,Faith G.,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-12-16 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",Idle Colony,1550,8,Very Positive,332,"(22, 25, 32, 36)","(6, 7, 12, 2)"
2999060,0,False,5750,Simplicity Games,"('Single-player', 'Steam Achievements', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Subtitle Options', 'Steam Cloud', 'Family Sharing')",2025-10-22 00:00:00,"('Adventure', 'Simulation', 'Strategy')",Sejm The Game,2991,8,Very Positive,66,"(22, 25, 8, 29, 49, 31, 32, 36)","(3, 12, 2)"
339032,17,False,590,Ubisoft Sofia,"('Single-player', 'Downloadable Content', 'Partial Controller Support')",2015-03-09 00:00:00,"('Action', 'Adventure')",Collectibles!,860,4,Mostly Negative,12,"(22, 61, 35)","(0, 3)"
21130,0,False,13999,TT Games,"('Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2010-06-25 00:00:00,"('Action', 'Adventure')",LEGO® Harry Potter: Years 1-4,1140,8,Very Positive,2993,"(22, 0, 57, 26, 14, 15, 16, 54, 36)","(0, 3)"
386070,0,False,11500,Planetary Annihilation Inc,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements')",2015-08-18 00:00:00,"('Action', 'Indie', 'Strategy')",Planetary Annihilation: TITANS,4577,8,Very Positive,7222,"(22, 0, 20, 21, 58, 18, 24, 53, 1, 25)","(0, 7, 2)"
538030,0,False,19900,Goldhawk Interactive,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-07-18 00:00:00,"('RPG', 'Simulation', 'Strategy', 'Early Access')",Xenonauts 2,3479,8,Very Positive,1680,"(22, 25, 2, 32, 36)","(5, 12, 2, 15)"
538030,0,False,19900,Goldhawk Interactive,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-07-18 00:00:00,"('RPG', 'Simulation', 'Strategy', 'Early Access')",Xenonauts,1619,8,Very Positive,1680,"(22, 25, 2, 32, 36)","(5, 12, 2, 15)"
601840,0,False,7700,Klei Entertainment,"('Single-player', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing')",2021-06-01 00:00:00,"('Indie',)",Griftlands,7693,8,Very Positive,5151,"(22, 3, 35, 32, 15, 36)","(7,)"
1869780,0,False,10500,Thorium,"('Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2025-07-22 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG', 'Early Access')",UnderMine,3245,8,Very Positive,272,"(22, 0, 18, 56, 57, 25, 26, 3, 6, 8, 29, 32, 54, 36)","(0, 3, 7, 5, 15)"
1869780,0,False,10500,Thorium,"('Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Steam Cloud', 'Remote Play Together', 'Family Sharing')",2025-07-22 00:00:00,"('Action', 'Adventure', 'Indie', 'RPG', 'Early Access')",UnderMine 2,1204,8,Very Positive,272,"(22, 0, 18, 56, 57, 25, 26, 3, 6, 8, 29, 32, 54, 36)","(0, 3, 7, 5, 15)"
1088710,17,False,14500,Ryu Ga Gotoku Studio,"('Single-player', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2021-01-28 00:00:00,"('Action', 'Adventure')",Yakuza 3 Remastered,2740,8,Very Positive,4736,"(22, 26, 14, 15, 36)","(0, 3)"
1179680,0,True,0,Code Club AB,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases')",2020-07-24 00:00:00,"('Adventure', 'Free To Play', 'Indie', 'Massively Multiplayer', 'RPG')",Wurm Online,1371,0,No user reviews,0,"(0, 23, 20, 21, 18, 24, 1, 4)","(3, 1, 7, 4, 5)"
1466640,0,False,14996,Digixart,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available', 'Family Sharing')",2021-08-16 00:00:00,"('Action', 'Adventure', 'Indie')",Road 96,2289,8,Very Positive,9185,"(22, 25, 26, 2, 51, 32, 14, 15, 16, 33, 36)","(0, 3, 7)"
1754720,0,True,0,三国迷.隐隐狗,"('Single-player',)",2021-09-29 00:00:00,"('Indie', 'RPG', 'Simulation', 'Strategy', 'Free To Play')",英雄黄昏,772,0,No user reviews,0,"(22,)","(7, 5, 12, 2, 1)"
2243710,0,False,8015,Marvelous Inc.,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-09-05 00:00:00,"('Casual', 'RPG', 'Simulation')",Rune Factory 3 Special,362,8,Very Positive,257,"(22, 25, 26, 2, 32, 36)","(6, 5, 12)"
2421410,0,False,7500,Aluba Van+,"('Single-player', 'Steam Achievements', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Steam Cloud')",2025-01-20 00:00:00,"('Indie', 'RPG', 'Simulation')",Cyber Manhunt 2: New World - The Hacking Simulator,3707,8,Very Positive,303,"(22, 25, 8, 29, 49, 32)","(7, 5, 12)"
2658510,0,False,9750,Games Incubator,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Custom Volume Controls', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2025-07-23 00:00:00,"('Adventure', 'Casual', 'Indie', 'Simulation')",Animal Shelter 2,1092,8,Very Positive,332,"(22, 0, 18, 24, 25, 26, 8, 49, 10, 11, 32, 36)","(3, 6, 7, 12)"
2658510,0,False,9750,Games Incubator,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Custom Volume Controls', 'Save Anytime', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2025-07-23 00:00:00,"('Adventure', 'Casual', 'Indie', 'Simulation')",Animal Shelter,1750,8,Very Positive,332,"(22, 0, 18, 24, 25, 26, 8, 49, 10, 11, 32, 36)","(3, 6, 7, 12)"
2730810,0,False,30499,"HYDE, Inc.","('Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'HDR available', 'Family Sharing')",2025-09-04 00:00:00,"('Sports',)",EVERYBODY'S GOLF HOT SHOTS,2241,5,Mixed,439,"(22, 0, 25, 26, 32, 13, 59, 33, 36)","(14,)"
2816950,0,False,9500,RAYKA STUDIO,"('Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2025-06-19 00:00:00,"('Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy')",Yaoling: Mythical Journey,6889,8,Very Positive,378,"(22, 25, 35, 32, 36)","(3, 6, 7, 5, 12, 2)"
2918300,0,True,0,1047 Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases')",2025-05-22 00:00:00,"('Action', 'Free To Play')",Splitgate 2 Beta,25785,7,Positive,31,"(22, 0, 20, 21, 18, 24, 1, 25, 26, 4)","(0, 1)"
2918300,0,True,0,1047 Games,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases')",2025-05-22 00:00:00,"('Action', 'Free To Play')",Splitgate,67724,7,Positive,31,"(22, 0, 20, 21, 18, 24, 1, 25, 26, 4)","(0, 1)"
2739980,0,False,1650,Tora Creatives,"('Single-player', 'Steam Achievements', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Mouse Only Option', 'Steam Cloud', 'Family Sharing')",2024-08-02 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",Watermelon,149,8,Very Positive,81,"(22, 25, 6, 7, 8, 29, 60, 32, 36)","(6, 7, 12, 2)"
3077030,0,True,0,Blizer,"('Single-player', 'Steam Achievements', 'In-App Purchases')",2024-08-04 00:00:00,"('Casual', 'Free To Play')",Desktop Pets,1252,0,No user reviews,0,"(22, 25, 4)","(6, 1)"
3453220,0,True,0,META Publishing,"('Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Game demo', 'Full controller support', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud')",2025-02-10 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy')",Biped 2 Friend's Pass,1147,0,No user reviews,0,"(0, 20, 21, 18, 24, 1, 66, 26, 29, 9, 10, 32)","(0, 3, 6, 7, 12, 2)"
3571710,0,False,7875,LifT Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing')",2025-11-17 00:00:00,"('Casual', 'Indie', 'Simulation')",Leaf Blower Co.,265,6,Mostly Positive,41,"(22, 25, 26, 36)","(6, 7, 12)"
4118640,0,False,4200,CryCauseDry,"('Single-player', 'Steam Achievements', 'Custom Volume Controls', 'Mouse Only Option', 'Playable without Timed Input', 'Save Anytime', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing')",2025-11-06 00:00:00,"('Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy')",Idle Looter,141,5,Mixed,21,"(22, 25, 8, 60, 9, 49, 32, 13, 59, 36)","(3, 6, 7, 12, 2)"
30,0,False,3000,Valve,"('Multi-player', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Stereo Sound', 'Valve Anti-Cheat enabled', 'Family Sharing')",2003-05-01 00:00:00,"('Action',)",Day of Defeat,7758,8,Very Positive,2099,"(0, 6, 7, 8, 10, 12, 36)","(0,)"
4560,17,False,20000,Relic Entertainment,"('Single-player', 'Multi-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing')",2007-07-17 00:00:00,"('Action', 'Strategy')",Company of Heroes - Legacy Edition,3344,8,Very Positive,2651,"(22, 0, 2, 3, 32, 36)","(0, 2)"
40980,0,False,7500,Firefly Studios,"('Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2016-09-15 00:00:00,"('Simulation', 'Strategy')",Stronghold Legends,313,8,Very Positive,1005,"(22, 0, 18, 25, 2, 3, 32, 34, 36)","(12, 2)"
490110,0,False,15500,Fallen Tree Games Ltd,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Custom Volume Controls', 'Adjustable Difficulty', 'Subtitle Options', 'Steam Cloud', 'Family Sharing')",2025-05-13 00:00:00,"('Action', 'Indie', 'Simulation')",The Precinct,9838,8,Very Positive,3230,"(22, 25, 26, 2, 8, 29, 31, 32, 36)","(0, 7, 12)"
591740,0,True,0,Gameloft,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Stats')",2017-06-13 00:00:00,"('Action', 'Free To Play')",Sniper Fury,664,0,No user reviews,0,"(22, 0, 20, 21, 25, 2, 4, 35, 13)","(0, 1)"
605740,0,False,9500,Nils Jakrins,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Partial Controller Support', 'Family Sharing')",2023-05-15 00:00:00,"('Action', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation')",Flashing Lights,815,8,Very Positive,9412,"(22, 0, 18, 24, 35, 36)","(0, 7, 4, 5, 12)"
833360,0,False,13000,Rafael Burgos,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2022-08-03 00:00:00,"('Action', 'Indie', 'RPG')",Star Valor,1891,8,Very Positive,2055,"(22, 25, 2, 35, 32, 36)","(0, 7, 5)"
1148350,0,True,0,The Powder Toy Team,"('Single-player',)",2024-06-14 00:00:00,"('Simulation',)",The Powder Toy,430,0,No user reviews,0,"(22,)","(12,)"
1264250,0,False,13500,Misc Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing')",2020-10-16 00:00:00,"('Simulation',)",Fishing: North Atlantic,1292,6,Mostly Positive,1441,"(22, 25, 26, 2, 32, 59, 36)","(12,)"
