appid,required_age,is_free,price,developers,categories,release_date,genres,name,Historico,review_score,review_score_desc,total_reviews,categories_numerico,genres_numerico
3472890,0,False,1368,Easyfun Studio,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-03-27 00:00:00,"('Casual', 'Indie', 'Simulation')",Joyquarium,404,7,Positive,26,"(22, 25, 32, 36)","(6, 7, 12)"
65800,0,False,8300,Chromatic Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing')",2011-10-18 00:00:00,"('Action', 'Indie', 'RPG', 'Strategy')",Dungeon Defenders,21862,8,Very Positive,8394,"(22, 0, 18, 24, 57, 25, 26, 2, 3, 32, 12, 59, 14, 15, 16, 54, 36)","(0, 7, 5, 2)"
290080,0,False,7700,Bitbox Ltd.,"('Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats', 'Family Sharing')",2015-11-17 00:00:00,"('Action', 'Indie', 'RPG', 'Simulation')",Life is Feudal: Your Own,7896,5,Mixed,4268,"(0, 18, 25, 2, 13, 36)","(0, 7, 5, 12)"
2768430,0,False,5750,Kiseff,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Family Sharing')",2024-11-22 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access')",ATLYSS,10803,9,Overwhelmingly Positive,13603,"(22, 0, 20, 21, 18, 24, 25, 36)","(0, 3, 6, 7, 5, 15)"
728530,0,False,28999,TOM CREATE,"('Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play on Tablet', 'Family Sharing')",2019-11-27 00:00:00,"('RPG', 'Strategy')",SD GUNDAM G GENERATION CROSS RAYS,10415,8,Very Positive,1956,"(22, 25, 35, 32, 59, 15, 36)","(5, 2)"
871540,0,False,13000,Mash Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing')",2024-04-04 00:00:00,"('Casual', 'Indie', 'Simulation', 'Sports')",BMX Streets,1502,6,Mostly Positive,2450,"(22, 25, 26, 36)","(6, 7, 12, 14)"
1113120,0,False,18000,Bulwark Studios,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2022-12-07 00:00:00,"('Indie', 'Simulation', 'Strategy')",IXION,17189,8,Very Positive,7461,"(22, 25, 32, 36)","(7, 12, 2)"
3135530,0,True,0,CarlMorganArt,"('Single-player', 'Steam Achievements')",2024-10-02 00:00:00,"('Simulation', 'Free To Play')",Finn Dorset's Institute For Livestock Replication,770,0,No user reviews,0,"(22, 25)","(12, 1)"
2205850,0,False,6225,Hamma Studios,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing')",2023-08-16 00:00:00,"('Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access')","Dwarves: Glory, Death and Loot",2620,8,Very Positive,407,"(22, 25, 2, 32, 13, 59, 36)","(3, 6, 7, 5, 2, 15)"
3226530,0,False,9500,Parallel 45 Games,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-05-07 00:00:00,"('Strategy',)",Tower Dominion,5525,8,Very Positive,1967,"(22, 25, 32, 36)","(2,)"
3226530,0,False,9500,Parallel 45 Games,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-05-07 00:00:00,"('Strategy',)",Dominion,863,8,Very Positive,1967,"(22, 25, 32, 36)","(2,)"
3525400,0,True,0,Brigada Games,"('Single-player', 'Game demo')",2025-05-22 00:00:00,"('Simulation',)",Quarantine Zone: The Last Check Demo,17100,0,No user reviews,0,"(22, 66)","(12,)"
1011510,0,True,0,Oni Gaming,"('Single-player', 'In-App Purchases')",2019-02-07 00:00:00,"('Free To Play', 'RPG', 'Strategy')",Wizard And Minion Idle,729,0,No user reviews,0,"(22, 4)","(1, 5, 2)"
1669480,0,False,18000,weltenbauer. Software Entwicklung GmbH,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Adjustable Text Size', 'Camera Comfort', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing')",2025-09-09 00:00:00,"('Action', 'Simulation')",Firefighting Simulator: Ignite,3442,6,Mostly Positive,521,"(22, 0, 18, 24, 1, 25, 5, 6, 7, 8, 9, 10, 31, 35, 32, 34, 36)","(0, 12)"
2406770,0,False,18000,Reissad Studio,"('Multi-player', 'PvP', 'Online PvP', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Family Sharing')",2024-06-07 00:00:00,"('Action', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Early Access')",Bodycam,16457,6,Mostly Positive,20605,"(0, 20, 21, 4, 13, 59, 36)","(0, 7, 4, 12, 2, 15)"
2484250,0,True,0,FLINT,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases')",2024-04-01 00:00:00,"('Action', 'RPG', 'Free To Play')",ASTRA: Knights of Veda,9877,0,No user reviews,0,"(22, 0, 20, 21, 18, 24, 1, 4)","(0, 5, 1)"
4122860,0,True,0,Ferry // Nopanamaman,"('Single-player', 'Full controller support')",2025-11-10 00:00:00,"('Adventure', 'Indie', 'Free To Play')",Z.A.T.O. // I Love the World and Everything In It,427,0,No user reviews,0,"(22, 26)","(3, 7, 1)"
48720,0,False,5990,TaleWorlds Entertainment,"('Single-player', 'Multi-player', 'Steam Achievements', 'Family Sharing')",2011-05-03 00:00:00,"('Action', 'RPG')",Mount & Blade: With Fire and Sword,9315,8,Very Positive,3209,"(22, 0, 25, 36)","(0, 5)"
235900,0,False,1300,Gotcha Gotcha Games,"('Single-player',)",2013-12-13 00:00:00,"('RPG', 'Design & Illustration', 'Education', 'Web Publishing', 'Game Development')",RPG Maker XP,1481,8,Very Positive,779,"(22,)","(5, 9, 17, 22, 21)"
719640,0,True,0,Gameloft,"('Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud')",2017-12-19 00:00:00,"('Massively Multiplayer', 'Strategy', 'Free To Play')",War Planet Online: Global Conquest,650,0,No user reviews,0,"(0, 23, 1, 25, 4, 32)","(4, 2, 1)"
1493640,0,False,34990,DON'T NOD,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Text Size', 'Color Alternatives', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2024-02-12 00:00:00,"('Action', 'Adventure', 'RPG')",Banishers: Ghosts of New Eden,3791,8,Very Positive,2525,"(22, 25, 26, 2, 5, 7, 8, 29, 9, 49, 10, 31, 11, 32, 36)","(0, 3, 5)"
1977530,0,True,0,Duhndal,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats')",2022-08-30 00:00:00,"('Casual', 'Simulation', 'Free To Play')",One-armed cook,2552,0,3 user reviews,3,"(22, 0, 18, 24, 25, 32, 13)","(6, 12, 1)"
2213190,0,False,7799,Grounding Inc.,"('Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2024-11-05 00:00:00,"('Casual', 'Strategy')",DEATH NOTE Killer Within,1374,8,Very Positive,1255,"(0, 20, 21, 25, 26, 32, 36)","(6, 2)"
2626940,0,True,0,Archosaur Games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases')",2023-11-15 00:00:00,"('Casual', 'Simulation')",Life Makeover,449,0,No user reviews,0,"(22, 0, 18, 24, 1, 4)","(6, 12)"
2674290,0,True,0,X Star Game Limited,"('Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases')",2023-12-25 00:00:00,"('Massively Multiplayer', 'RPG', 'Strategy')",kings call,518,0,No user reviews,0,"(22, 0, 23, 20, 21, 18, 24, 4)","(4, 5, 2)"
4116740,0,True,0,Matter Team,"('Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Game demo', 'Full controller support')",2025-11-06 00:00:00,"('Action', 'Massively Multiplayer')",Active Matter Demo,1629,0,No user reviews,0,"(0, 23, 20, 21, 18, 24, 66, 26)","(0, 4)"
573100,0,False,13990,Tindalos Interactive,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2019-01-24 00:00:00,"('Strategy',)",Battlefleet Gothic: Armada 2,8960,6,Mostly Positive,5539,"(22, 0, 20, 21, 18, 24, 1, 25, 2, 32, 36)","(2,)"
573100,0,False,13990,Tindalos Interactive,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2019-01-24 00:00:00,"('Strategy',)",Battlefleet Gothic: Armada,9253,6,Mostly Positive,5539,"(22, 0, 20, 21, 18, 24, 1, 25, 2, 32, 36)","(2,)"
1963370,0,False,9200,Cat Play Studio,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2023-01-14 00:00:00,"('Adventure', 'Indie', 'RPG', 'Early Access')",No One Survived,4632,5,Mixed,2213,"(22, 0, 18, 24, 25, 32, 36)","(3, 7, 5, 15)"
2273980,0,False,15500,Robot Entertainment,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2025-01-28 00:00:00,"('Action', 'Indie', 'Strategy')",Orcs Must Die! Deathtrap,4915,6,Mostly Positive,2061,"(22, 0, 18, 24, 1, 25, 26, 32, 36)","(0, 7, 2)"
2755480,0,False,9700,Tiramisu,"('Single-player', 'Steam Cloud', 'Family Sharing')",2025-09-18 00:00:00,"('Casual', 'Indie', 'Simulation')",The Censor DX Edition,2959,8,Very Positive,87,"(22, 32, 36)","(6, 7, 12)"
2949320,0,False,13000,TVT Co. Ltd.,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2025-09-18 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access')",Ratatan,6649,8,Very Positive,654,"(22, 0, 18, 24, 26, 32, 36)","(0, 3, 6, 7, 5, 15)"
3110070,0,False,3000,Aimbok,"('Single-player', 'Steam Achievements', 'Family Sharing')",2025-07-04 00:00:00,"('Action', 'Adventure', 'Casual', 'Indie')",Fever Meme,414,9,Overwhelmingly Positive,504,"(22, 25, 36)","(0, 3, 6, 7)"
235460,0,False,19990,PlatinumGames,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing')",2014-01-09 00:00:00,"('Action',)",METAL GEAR RISING: REVENGEANCE,12205,9,Overwhelmingly Positive,38022,"(22, 25, 26, 32, 36)","(0,)"
310950,0,False,7150,"CAPCOM Co., Ltd.","('Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2016-02-15 00:00:00,"('Action',)",Street Fighter V,14783,6,Mostly Positive,12612,"(22, 0, 1, 25, 26, 2, 14, 15, 16, 36)","(0,)"
3694620,0,True,0,Truck World Studio,"('Single-player', 'Full controller support', 'Adjustable Text Size', 'Custom Volume Controls', 'Stereo Sound')",2025-06-02 00:00:00,"('Adventure', 'Racing', 'Simulation', 'Free To Play')",Truck World: Australia - First Haul,832,0,No user reviews,0,"(22, 26, 5, 8, 10)","(3, 13, 12, 1)"
220700,0,False,3350,Gotcha Gotcha Games,"('Steam Trading Cards', 'Steam Workshop')",2012-12-10 00:00:00,"('Adventure', 'RPG', 'Design & Illustration', 'Education', 'Web Publishing', 'Game Development')",RPG Maker VX Ace,4196,8,Very Positive,2161,"(2, 3)","(3, 5, 9, 17, 22, 21)"
390290,0,False,5000,Bulbware,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing')",2015-10-29 00:00:00,"('Adventure', 'Indie')",Bulb Boy,1108,8,Very Positive,274,"(22, 25, 2, 36)","(3, 7)"
773790,0,False,7600,yevhen8,"('Single-player', 'Steam Cloud', 'Family Sharing')",2020-03-19 00:00:00,"('Indie', 'Simulation', 'Strategy', 'Early Access')",Ostriv,1252,8,Very Positive,2635,"(22, 32, 36)","(7, 12, 2, 15)"
1805480,17,False,30999,Ryu Ga Gotoku Studio,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2023-02-21 00:00:00,"('Action', 'Adventure')",Like a Dragon: Ishin!,8461,8,Very Positive,2420,"(22, 25, 26, 2, 32, 36)","(0, 3)"
2059810,0,False,2800,SOFTSTAR ENTERTAINMENT,"('Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Family Sharing')",2022-07-27 00:00:00,"('Casual',)",Richman 4,2049,7,Positive,34,"(22, 0, 20, 55, 57, 36)","(6,)"
2710480,0,False,9200,雪山雞白郎,"('Single-player', 'Captions available', 'Steam Cloud', 'Family Sharing')",2024-11-27 00:00:00,"('Casual', 'Indie', 'RPG', 'Simulation')",The Wife Next Door,779,8,Very Positive,88,"(22, 51, 32, 36)","(6, 7, 5, 12)"
3117660,0,False,7300,Charge Piggy Studio,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2025-09-29 00:00:00,"('Adventure', 'RPG', 'Strategy')",绯红编年史 ~ Chronicle of Scarlet ~,1324,0,1 user reviews,1,"(22, 25, 32, 36)","(3, 5, 2)"
470310,0,False,3900,Dandylion,"('Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Adjustable Text Size', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Stereo Sound', 'Subtitle Options', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing')",2020-04-23 00:00:00,"('Casual', 'Indie', 'RPG', 'Strategy')",TROUBLESHOOTER: Abandoned Children,1012,8,Very Positive,3205,"(22, 25, 2, 5, 6, 8, 29, 9, 10, 31, 35, 32, 36)","(6, 7, 5, 2)"
571740,0,False,5000,Perfuse Entertainment,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Tracked Controller Support', 'VR Supported', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play Together', 'Family Sharing')",2023-08-18 00:00:00,"('Casual', 'Indie', 'Simulation', 'Sports')",Golf It!,2877,8,Very Positive,11675,"(22, 0, 20, 21, 55, 1, 25, 50, 48, 2, 3, 35, 32, 13, 59, 34, 14, 15, 54, 36)","(6, 7, 12, 14)"
1621680,0,False,5700,SOFTSTAR TECHNOLOGY(SHANGHAI),"('Single-player', 'Steam Cloud', 'Family Sharing')",2021-06-17 00:00:00,"('RPG',)",Sword and Fairy 4,1265,6,Mostly Positive,33,"(22, 32, 36)","(5,)"
1642320,0,False,7700,inXile Entertainment,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing')",2021-06-03 00:00:00,"('RPG', 'Strategy')",Wasteland 3,24555,6,Mostly Positive,10,"(22, 0, 18, 24, 1, 61, 25, 2, 32, 15, 36)","(5, 2)"
1012880,0,False,5750,Robot Gentleman,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2019-07-25 00:00:00,"('Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy')",60 Seconds! Reatomized,1251,9,Overwhelmingly Positive,4875,"(22, 25, 26, 2, 32, 36)","(3, 6, 7, 12, 2)"
1229240,0,False,9500,Umami Tiger (Matthias Linda),"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing')",2022-12-08 00:00:00,"('Indie', 'RPG')",Chained Echoes,2212,8,Very Positive,4315,"(22, 25, 26, 2, 36)","(7, 5)"
1245480,0,False,31499,Game Studio Inc.,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Family Sharing')",2025-01-23 00:00:00,"('Action',)",SYNDUALITY Echo of Ada,3622,5,Mixed,655,"(22, 0, 20, 21, 25, 26, 4, 32, 36)","(0,)"
1473350,0,False,3300,Myco,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2023-12-14 00:00:00,"('Casual', 'Indie', 'Simulation', 'Strategy')",(the) Gnorp Apologue,5423,9,Overwhelmingly Positive,6715,"(22, 25, 32, 36)","(6, 7, 12, 2)"
1865060,0,False,4200,Alith Games,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2022-11-14 00:00:00,"('Casual', 'Indie', 'Strategy')",14 Minesweeper Variants,346,8,Very Positive,407,"(22, 25, 32, 36)","(6, 7, 2)"
2868860,0,False,9700,WinterSpring Games,"('Single-player', 'Family Sharing')",2025-02-28 00:00:00,"('Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access')",Card Survival: Fantasy Forest,1503,8,Very Positive,258,"(22, 36)","(3, 7, 5, 12, 2, 15)"
1999360,0,False,1050,turbolento games,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2022-07-06 00:00:00,"('Casual', 'Simulation')",Placid Plastic Duck Simulator,1615,9,Overwhelmingly Positive,11369,"(22, 0, 18, 24, 25, 26, 2, 32, 36)","(6, 12)"
2429860,0,False,7300,Inusuku,"('Single-player', 'Steam Cloud', 'Family Sharing')",2024-03-22 00:00:00,"('Indie',)",Living With Sister: Monochrome Fantasy,6305,8,Very Positive,820,"(22, 32, 36)","(7,)"
3692220,0,True,0,Bocary Studios,"('Multi-player', 'PvP', 'Online PvP', 'Game demo', 'Steam Cloud', 'Steam Leaderboards')",2025-04-29 00:00:00,"('Strategy',)",Oaken Tower Demo,465,0,No user reviews,0,"(0, 20, 21, 66, 32, 59)","(2,)"
207610,17,False,8300,Telltale Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Family Sharing')",2012-04-24 00:00:00,"('Adventure',)",The Walking Dead,12114,9,Overwhelmingly Positive,23543,"(22, 25, 26, 2, 36)","(3,)"
240720,0,False,3800,Bennett Foddy,"('Single-player', 'Partial Controller Support', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing')",2017-12-06 00:00:00,"('Action',)",Getting Over It with Bennett Foddy,5054,8,Very Positive,39678,"(22, 35, 52, 14, 15, 36)","(0,)"
1280770,0,True,0,Rugbug Redfern,"('Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards')",2021-06-24 00:00:00,"('Action', 'Indie', 'Free To Play')",Redmatch 2,966,0,3 user reviews,3,"(0, 20, 21, 25, 2, 3, 4, 32, 13, 59)","(0, 7, 1)"
1612810,0,True,0,99Games Online Private Limited,"('Single-player', 'Steam Achievements', 'In-App Purchases')",2021-08-09 00:00:00,"('Casual', 'Indie', 'Simulation', 'Free To Play')",Star Chef 2: Cooking Game,319,0,No user reviews,0,"(22, 25, 4)","(6, 7, 12, 1)"
1949740,0,True,0,CodingDaniel,"('Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Achievements', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor')",2022-05-01 00:00:00,"('Action', 'Casual', 'Indie', 'Free To Play')",Banana Shooter,16242,0,No user reviews,0,"(0, 20, 21, 58, 25, 3, 4, 32, 13, 59, 34)","(0, 6, 7, 1)"
4029380,0,True,0, Aberrant Labs,"('Single-player', 'Game demo', 'Full controller support')",2025-10-31 00:00:00,"('Action', 'Indie', 'Simulation')",Pathogenic Demo,390,0,No user reviews,0,"(22, 66, 26)","(0, 7, 12)"
1905950,0,True,0,JNT Games,"('Single-player', 'Steam Achievements', 'In-App Purchases')",2022-05-16 00:00:00,"('Casual', 'Indie', 'RPG', 'Free To Play')",Shelter 69,566,0,No user reviews,0,"(22, 25, 4)","(6, 7, 5, 1)"
2101960,0,False,44989,Bloober Team,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'HDR available', 'Family Sharing')",2025-09-05 00:00:00,"('Action',)",Cronos: The New Dawn,5295,8,Very Positive,2612,"(22, 25, 26, 32, 33, 36)","(0,)"
2171440,0,False,5300,Miro Haverinen,"('Single-player', 'Full controller support', 'Family Sharing')",2022-12-09 00:00:00,"('Indie', 'RPG')",Fear & Hunger 2: Termina,662,9,Overwhelmingly Positive,6888,"(22, 26, 36)","(7, 5)"
2696050,0,False,13000,にゅう工房,"('Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing')",2024-08-30 00:00:00,"('Adventure', 'Indie', 'RPG')",Yarimono,2607,8,Very Positive,288,"(22, 25, 32, 36)","(3, 7, 5)"
3212570,0,True,0,Confiction Labs,"('Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Game demo', 'Full controller support', 'Custom Volume Controls', 'Adjustable Difficulty', 'Save Anytime', 'Stereo Sound')",2024-10-16 00:00:00,"('Action', 'RPG')",Riftstorm Demo,1270,0,No user reviews,0,"(22, 0, 18, 24, 66, 26, 8, 29, 49, 10)","(0, 5)"
3017330,0,False,9900,Kasur Games,"('Single-player', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2025-11-10 00:00:00,"('Adventure', 'RPG')",Verho - Curse of Faces,433,8,Very Positive,212,"(22, 25, 26, 6, 8, 9, 10, 11, 32, 36)","(3, 5)"
3483740,0,False,8300,Wombat Brawler,"('Single-player', 'Steam Achievements', 'Full controller support', 'Camera Comfort', 'Keyboard Only Option', 'Mouse Only Option', 'Playable without Timed Input', 'Stereo Sound', 'Steam Cloud', 'Family Sharing')",2025-06-16 00:00:00,"('Casual', 'Indie', 'RPG', 'Simulation', 'Sports')",Cast n Chill,4447,9,Overwhelmingly Positive,2285,"(22, 25, 26, 6, 30, 60, 9, 10, 32, 36)","(6, 7, 5, 12, 14)"
337000,17,False,20000,Eidos Montreal,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Playable without Timed Input', 'Save Anytime', 'Stereo Sound', 'Subtitle Options', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2016-08-23 00:00:00,"('Action', 'RPG')",Deus Ex: Mankind Divided™,52485,6,Mostly Positive,16020,"(22, 25, 26, 2, 6, 8, 29, 9, 49, 10, 31, 11, 32, 36)","(0, 5)"
372000,0,True,0,"IMCGAMES Co.,Ltd.","('Multi-player', 'MMO', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support', 'Valve Anti-Cheat enabled')",2016-03-28 00:00:00,"('Massively Multiplayer', 'RPG', 'Free To Play')",Tree of Savior (English Ver.),53554,5,Mixed,3136,"(0, 23, 2, 4, 35, 12)","(4, 5, 1)"
601430,17,False,26799,Tango Gameworks,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Adjustable Difficulty', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Family Sharing')",2017-10-12 00:00:00,"('Action', 'Adventure')",The Evil Within 2,9918,8,Very Positive,5827,"(22, 25, 26, 2, 29, 10, 11, 32, 36)","(0, 3)"
1543030,0,False,18800,软星科技(SoftStarlight),"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-10-21 00:00:00,"('Action', 'Adventure', 'RPG')",Sword and Fairy 7,15245,8,Very Positive,913,"(22, 25, 26, 2, 32, 36)","(0, 3, 5)"
1543030,0,False,18800,软星科技(SoftStarlight),"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing')",2021-10-21 00:00:00,"('Action', 'Adventure', 'RPG')",Sword and Fairy,1729,8,Very Positive,913,"(22, 25, 26, 2, 32, 36)","(0, 3, 5)"
2239550,0,False,44900,Ubisoft Toronto,"('Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Captions available', 'In-App Purchases', 'Partial Controller Support', 'HDR available')",2023-01-26 00:00:00,"('Action', 'Adventure')",Watch Dogs: Legion,5048,5,Mixed,4233,"(22, 0, 20, 21, 18, 24, 25, 51, 4, 35, 33)","(0, 3)"
4850,0,False,3000,GSC Game World,"('Single-player', 'Multi-player', 'Family Sharing')",2010-09-02 00:00:00,"('Strategy',)",Cossacks: Back to War,384,8,Very Positive,696,"(22, 0, 36)","(2,)"
6850,17,False,4900,Io-Interactive A/S,"('Single-player', 'Steam Cloud', 'Family Sharing')",2007-03-15 00:00:00,"('Action',)",HITMAN™ 2,361001,6,Mostly Positive,1652,"(22, 32, 36)","(0,)"
1369630,0,False,9500,Live Wire,"('Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing')",2021-06-21 00:00:00,"('Action', 'Indie', 'RPG')",ENDER LILIES: Quietus of the Knights,6332,8,Very Positive,10442,"(22, 25, 26, 32, 14, 15, 16, 36)","(0, 7, 5)"
1232420,0,True,0,VALOFE,"('Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases')",2020-05-14 00:00:00,"('Action', 'Adventure', 'Casual', 'Massively Multiplayer', 'RPG', 'Strategy', 'Free To Play')",Atlantica Global,1761,0,No user reviews,0,"(22, 0, 23, 20, 21, 18, 24, 4)","(0, 3, 6, 4, 5, 2, 1)"
3036080,0,False,1900,Eyad Alshafei,"('Single-player', 'Family Sharing')",2024-07-19 00:00:00,"('Simulation',)",Shawarma Legend,7766,8,Very Positive,553,"(22, 36)","(12,)"
3577060,0,True,0,Alfa Bravo Inc,"('Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Remote Play Together')",2025-09-02 00:00:00,"('Action', 'Free To Play')",World War Legion,237,0,No user reviews,0,"(0, 20, 21, 58, 1, 4, 54)","(0, 1)"
